Data Source;World Development Indicators;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;08/04/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libya;LBY;GDP (current US$);NY.GDP.MKTP.CD;4,02E+12;4,44E+14;6,20E+14;8,92E+14;1,34E+14;1,80E+14;2,31E+14;2,73E+14;3,85E+14;4,38E+14;4,60E+14;5,26E+14;6,30E+14;8,63E+14;1,51E+14;1,47E+14;1,91E+14;2,24E+14;2,21E+14;3,05E+14;4,10E+14;3,64E+14;3,38E+14;3,32E+14;2,95E+14;3,15E+13;2,42E+14;2,67E+14;2,43E+13;2,52E+14;2,89E+14;3,20E+14;3,39E+14;3,07E+14;2,86E+14;2,55E+14;2,79E+14;3,07E+14;2,73E+14;3,60E+14;3,83E+14;3,41E+13;2,05E+14;26265625000;3,31E+14;4,73E+14;6,01E+13;6,80E+14;8,67E+14;6,08E+14;7,54E+14;4,82E+14;9,25E+14;7,54E+14;5,74E+13;4,87E+14;4,99E+13;6,72E+14;7,67E+14;6,93E+14;4,69E+13;3,52E+14;4,32E+14;4,40E+13;4,85E+13;;
St. Lucia;LCA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;1,70E+13;1,94E+14;1,83E+14;1,97E+14;2,51E+14;2,84E+14;340000000;3,76E+14;4,30E+13;4,87E+14;5,80E+13;6,14E+14;6,74E+14;6,85E+14;7,14E+14;7,63E+14;7,89E+14;8,06E+14;8,77E+14;9,22E+14;9,33E+14;8,93E+14;900000000;9,87E+14;1,07E+14;1,14E+14;1,27E+14;1,34E+14;1,44E+14;1,40E+14;1,48E+14;1,57E+14;1,60E+14;1,66E+14;1,75E+14;1,81E+14;1,87E+14;2,00E+13;2,06E+14;2,10E+14;1,50E+14;1,87E+14;2,34E+14;2,43E+14;2,55E+14;;
Latin America & Caribbean;LCN;GDP (current US$);NY.GDP.MKTP.CD;7,92E+14;8,77E+14;9,21E+14;1,00E+14;1,11E+14;1,20E+13;1,32E+14;1,34E+14;1,44E+14;1,61E+14;1,76E+13;1,96E+14;2,20E+13;2,93E+14;3,80E+13;3,98E+14;4,37E+14;4,80E+14;5,74E+14;6,44E+14;7,83E+13;8,95E+14;8,23E+14;7,26E+14;7,64E+14;7,56E+14;7,65E+13;8,21E+14;9,01E+14;9,95E+14;1,11E+14;1,19E+14;1,30E+14;1,54E+14;1,80E+14;1,94E+14;2,10E+14;2,30E+14;2,33E+14;2,11E+14;2,33E+14;2,28E+14;2,05E+14;2,09E+14;2,41E+14;2,90E+14;3,40E+14;4,00E+14;4,64E+14;4,36E+14;5,40E+14;6,14E+14;6,20E+14;6,25E+14;6,22E+14;5,29E+14;5,15E+14;5,72E+14;5,58E+14;5,47E+14;4,63E+14;5,38E+14;6,15E+14;6,91E+14;7,11E+14;;
Least developed countries: UN classification;LDC;GDP (current US$);NY.GDP.MKTP.CD;2,81E+14;2,94E+14;3,18E+14;3,65E+14;3,32E+14;3,73E+13;4,06E+14;4,13E+14;4,41E+14;4,88E+14;4,72E+14;4,96E+14;5,13E+14;6,24E+14;7,78E+14;9,36E+14;8,63E+14;9,49E+14;1,12E+14;1,22E+14;1,36E+14;1,39E+14;1,40E+14;1,38E+14;1,41E+14;1,54E+14;1,34E+14;1,42E+14;1,56E+13;1,68E+14;1,93E+14;2,09E+13;1,65E+14;1,71E+13;1,68E+13;1,72E+14;1,82E+14;1,89E+14;1,92E+14;1,98E+14;2,25E+14;2,17E+14;2,39E+14;2,71E+14;3,12E+13;3,71E+14;4,31E+14;5,17E+14;6,36E+14;6,28E+14;7,11E+14;8,10E+13;8,50E+14;9,25E+14;9,93E+14;9,46E+14;9,53E+14;1,04E+14;1,12E+13;1,17E+14;1,18E+14;1,30E+14;1,47E+14;1,46E+14;1,54E+14;;
Low income;LIC;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;1,72E+14;1,86E+14;2,17E+14;2,21E+14;2,47E+14;2,76E+14;3,30E+14;4,13E+14;4,89E+14;5,14E+14;5,95E+14;6,93E+14;7,34E+12;8,22E+14;8,36E+14;8,37E+13;7,99E+14;7,86E+14;7,38E+14;7,77E+14;8,17E+14;8,86E+14;9,59E+14;1,20E+14;1,34E+14;9,27E+14;1,02E+14;9,71E+14;8,88E+14;8,48E+14;9,09E+14;9,31E+14;9,38E+13;1,17E+13;1,10E+14;1,22E+14;1,37E+14;1,60E+14;1,93E+14;2,25E+14;2,72E+14;3,24E+12;3,14E+14;3,55E+14;3,84E+14;3,51E+14;3,59E+14;3,79E+14;3,62E+14;3,18E+14;3,27E+14;3,42E+14;3,52E+14;3,39E+14;3,75E+13;4,34E+14;4,34E+14;4,69E+14;;
Liechtenstein;LIE;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;9,01E+14;1,05E+14;1,25E+13;1,66E+13;1,94E+14;2,46E+14;2,72E+14;3,03E+14;4,37E+14;5,03E+14;5,35E+14;5,12E+14;5,22E+14;5,24E+13;5,03E+14;5,29E+14;7,79E+13;1,05E+14;1,16E+14;1,12E+14;1,42E+14;1,48E+14;1,63E+14;1,67E+13;1,95E+14;2,43E+14;2,50E+14;2,30E+14;2,48E+14;2,66E+14;2,48E+14;2,49E+14;2,69E+14;3,07E+14;3,45E+14;3,66E+14;4,00E+14;4,60E+14;5,08E+14;4,50E+14;5,08E+14;5,74E+14;5,46E+14;6,39E+14;6,66E+14;6,27E+14;6,24E+14;6,47E+14;6,69E+14;6,44E+14;6,41E+14;7,91E+14;7,43E+13;8,24E+14;;;
Sri Lanka;LKA;GDP (current US$);NY.GDP.MKTP.CD;1,41E+14;1,44E+14;1,43E+14;1,24E+14;1,31E+14;1,70E+14;1,75E+14;1,86E+14;1,80E+14;1,97E+14;2,30E+14;2,37E+14;2,55E+14;2875625000;3,57E+14;3,79E+14;3,59E+14;4,10E+14;2,73E+14;3,36E+14;4,02E+14;4,42E+14;4,77E+14;5,17E+14;6,04E+14;5,98E+14;6,41E+14;6,68E+14;6,98E+14;6,99E+14;8,03E+14;9,00E+14;9,70E+14;1,03E+14;1,17E+14;1,30E+14;1,39E+14;1,51E+14;1,58E+14;1,57E+14;1,66E+14;1,57E+14;1,65E+14;1,89E+14;2,07E+14;2,44E+14;2,83E+14;3,24E+14;4,07E+14;4,21E+14;5,86E+14;6,78E+14;7,04E+14;7,70E+14;8,25E+14;8,51E+14;8,80E+14;9,44E+14;9,45E+14;8,90E+14;8,43E+14;8,86E+14;7,41E+14;8,37E+14;9,90E+14;;
Lower middle income;LMC;GDP (current US$);NY.GDP.MKTP.CD;8,57E+12;9,14E+14;9,28E+14;1,03E+14;1,15E+14;1,24E+14;1,13E+14;1,20E+14;1,28E+14;1,41E+14;1,53E+14;1,60E+14;1,70E+14;2,00E+14;2,48E+14;2,71E+13;2,87E+14;3,22E+14;3,63E+14;4,21E+14;5,14E+14;6,38E+14;6,34E+14;6,01E+14;5,76E+14;6,15E+14;6,18E+14;6,74E+14;6,95E+14;6,81E+13;7,40E+14;7,09E+14;7,40E+13;7,49E+14;8,42E+14;1,00E+14;1,14E+14;1,20E+14;1,22E+14;1,13E+14;1,19E+14;1,20E+14;1,27E+14;1,44E+13;1,66E+14;1,91E+14;2,24E+14;2,74E+14;3,03E+14;3,16E+14;3,80E+14;4,24E+14;4,49E+14;4,74E+14;5,12E+14;5,11E+14;5,32E+14;5,77E+12;6,02E+14;6,53E+14;6,30E+14;7,12E+14;7,59E+14;7,68E+13;7,94E+14;;
Low & middle income;LMY;GDP (current US$);NY.GDP.MKTP.CD;2,66E+14;2,69E+14;2,74E+14;3,04E+14;3,40E+14;3,76E+14;3,90E+14;4,00E+14;4,24E+14;4,75E+14;5,18E+14;5,57E+14;6,25E+14;7,97E+14;1,02E+14;1,12E+14;1,21E+14;1,36E+14;1,51E+14;1,75E+14;2,06E+14;2,31E+14;2,28E+14;2,21E+14;2,27E+14;2,35E+14;2,40E+14;2,48E+14;2,65E+14;2,84E+14;3,26E+14;3,17E+14;3,33E+14;3,60E+14;4,04E+14;4,68E+12;5,19E+14;5,51E+14;5,42E+14;5,21E+14;5,67E+14;5,68E+14;5,80E+14;6,49E+14;7,62E+14;9,00E+14;1,06E+14;1,30E+14;1,55E+14;1,55E+14;1,88E+14;2,22E+14;2,36E+14;2,51E+14;2,62E+14;2,55E+14;2,57E+14;2,81E+14;2,99E+14;3,09E+14;2,99E+14;3,52E+13;3,70E+14;3,81E+13;3,94E+14;;
Lesotho;LSO;GDP (current US$);NY.GDP.MKTP.CD;3,46E+14;3,57E+14;4,19E+14;4,70E+14;5,19E+14;5,49E+14;5,67E+14;5,93E+14;6,14E+14;6,60E+14;6,87E+13;7,65E+14;8,09E+14;1,21E+14;1,51E+13;1,50E+14;1,48E+14;1,93E+14;2,67E+14;2,90E+14;4,32E+14;4,34E+14;3,49E+14;3,87E+14;3,33E+14;2,69E+14;3,19E+14;4,03E+14;4,70E+14;4,95E+14;5,96E+14;7,04E+14;8,31E+14;8,36E+14;8,78E+14;1,00E+14;9,46E+14;9,98E+14;9,28E+14;9,13E+14;8,87E+14;8,26E+14;7,76E+13;1,16E+14;1,51E+14;1,68E+14;1,80E+14;1,68E+14;1,77E+14;1,74E+14;2,23E+14;2,58E+14;2,48E+14;2,37E+12;2,44E+14;2,36E+14;2,11E+13;2,31E+14;2,56E+14;2,39E+14;2,05E+14;2,41E+14;2,35E+14;2,12E+14;2,27E+14;;
Late-demographic dividend;LTE;GDP (current US$);NY.GDP.MKTP.CD;1,84E+14;1,71E+13;1,74E+14;1,90E+14;2,08E+14;2,33E+14;2,60E+14;2,61E+14;2,66E+14;2,96E+14;3,37E+14;3,75E+14;4,31E+14;5,60E+14;6,73E+14;7,43E+14;8,01E+14;9,30E+14;9,68E+14;1,15E+14;1,32E+13;1,39E+14;1,40E+14;1,29E+14;1,35E+14;1,46E+14;1,55E+14;1,64E+14;1,79E+14;1,91E+14;1,97E+14;1,98E+13;2,02E+14;2,10E+14;2,44E+14;3,03E+13;3,34E+14;3,50E+14;3,37E+14;3,12E+14;3,43E+14;3,55E+14;3,76E+14;4,29E+14;5,15E+14;6,21E+14;7,50E+14;9,45E+14;1,18E+14;1,14E+14;1,37E+14;1,67E+14;1,78E+13;1,92E+14;2,00E+14;1,88E+14;1,88E+13;2,09E+14;2,29E+14;2,34E+14;2,29E+13;2,73E+14;2,86E+14;2,89E+14;3,00E+14;;
Lithuania;LTU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,92E+14;8,43E+14;1,02E+14;1,13E+14;1,10E+13;1,16E+14;1,23E+14;1,43E+14;1,88E+14;2,27E+14;2,61E+14;3,01E+14;3,97E+14;4,78E+14;3,75E+14;3,66E+14;4,32E+14;4,27E+14;4,63E+14;4,83E+14;4,15E+14;4,30E+14;4,78E+13;5,43E+14;5,51E+13;5,74E+14;6,70E+14;7,10E+14;7,98E+14;8,49E+14;;
Luxembourg;LUX;GDP (current US$);NY.GDP.MKTP.CD;7,10E+14;7,10E+14;7,48E+14;7,98E+14;9,11E+14;9,29E+14;9,77E+14;9,83E+14;1,08E+14;1,25E+14;1,46E+14;1,52E+14;1,90E+14;2,61E+14;3,18E+14;3,12E+14;3,42E+14;3,79E+14;4,72E+14;5,52E+14;6,02E+14;5,05E+14;4,60E+14;4,52E+14;4,44E+14;4,58E+14;6,69E+14;8,32E+14;9,42E+14;1,00E+13;1,28E+14;1,38E+13;1,55E+14;1,59E+14;1,77E+14;2,09E+14;2,09E+14;1,96E+14;2,02E+14;2,19E+14;2,12E+14;2,14E+14;2,36E+14;2,97E+14;3,51E+14;3,77E+14;4,29E+14;5,16E+14;5,88E+14;5,45E+14;5,62E+14;6,17E+14;5,98E+14;6,52E+14;6,88E+14;6,01E+14;6,22E+14;6,57E+14;7,11E+14;6,99E+14;7,37E+14;8,64E+14;8,08E+14;8,88E+14;9,33E+14;;
Latvia;LVA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,61E+13;5,80E+14;6,35E+14;6,97E+14;7,32E+14;7,76E+14;8,19E+13;9,25E+14;1,12E+14;1,38E+14;1,63E+14;2,04E+14;2,94E+14;3,41E+14;2,57E+13;2,35E+14;2,66E+14;2,71E+14;2,92E+14;3,03E+14;2,63E+14;2,71E+14;2,94E+14;3,32E+14;3,31E+13;3,34E+14;3,82E+14;3,80E+14;4,28E+13;4,37E+14;;
Macao SAR, China;MAC;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;1,14E+14;1,13E+14;1,30E+14;1,36E+14;1,53E+14;1,96E+14;2,29E+14;2,71E+14;3,25E+14;3,77E+14;4,91E+14;5,67E+14;6,31E+14;7,05E+14;7,18E+14;7,27E+14;6,80E+13;6,55E+14;6,77E+13;6,86E+14;7,37E+14;8,25E+14;1,06E+13;1,22E+14;1,49E+14;1,84E+14;2,10E+14;2,16E+14;2,82E+14;3,68E+14;4,32E+14;5,16E+13;5,49E+14;4,49E+14;4,50E+14;5,03E+14;5,51E+13;5,50E+13;2,53E+14;3,06E+14;2,49E+14;4,56E+13;4,95E+14;;
St. Martin (French part);MAF;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,76E+14;;;7,73E+14;;;;;6,52E+14;;6,49E+14;;;;;
Morocco;MAR;GDP (current US$);NY.GDP.MKTP.CD;2,04E+14;2,03E+14;2,38E+14;2,66E+14;2,80E+14;2,95E+14;2,88E+14;3,05E+14;3,27E+14;3,65E+14;3,96E+14;4,36E+14;5,07E+14;6,24E+14;7,68E+14;8,98E+14;9,58E+14;1,10E+14;1,32E+14;1,59E+14;2,17E+14;1,78E+13;1,77E+13;1,63E+14;1,48E+14;1,50E+14;1,95E+14;2,18E+13;2,57E+14;2,63E+14;3,02E+14;3,23E+14;3,37E+12;3,17E+14;3,56E+14;3,90E+14;4,32E+14;3,91E+14;4,65E+14;4,63E+14;4,30E+14;4,38E+14;4,71E+14;5,80E+14;6,61E+14;6,89E+14;7,59E+14;8,69E+13;1,02E+14;1,01E+14;1,01E+13;1,10E+14;1,07E+14;1,16E+13;1,19E+14;1,10E+14;1,12E+14;1,19E+14;1,27E+14;1,29E+14;1,21E+14;1,42E+14;1,31E+14;1,46E+14;1,61E+14;;
Monaco;MCO;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;2,93E+14;3,28E+14;4,02E+14;5,24E+14;5,64E+14;7,12E+14;7,35E+14;8,11E+14;1,00E+14;1,21E+14;1,38E+14;1,21E+14;1,14E+14;1,09E+14;1,04E+14;1,08E+14;1,52E+14;1,84E+14;2,00E+14;2,01E+13;2,48E+14;2,48E+14;2,74E+14;2,57E+14;2,72E+14;3,13E+14;3,14E+14;2,84E+14;2,93E+14;2,91E+14;2,65E+14;2,67E+14;2,92E+14;3,60E+14;4,04E+14;4,20E+14;4,59E+14;5,88E+13;6,50E+14;5,47E+14;5,37E+14;6,09E+14;5,74E+14;6,56E+14;7,07E+14;6,26E+14;6,47E+14;6,43E+14;7,18E+14;7,38E+14;6,73E+14;8,62E+14;8,80E+14;1,00E+14;1,11E+14;;
Moldova;MDA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,59E+14;3,09E+14;2,32E+14;2,37E+14;1,70E+14;1,75E+14;1,70E+14;1,93E+14;1,70E+14;1,17E+14;1,29E+14;1,48E+14;1,66E+13;1,98E+14;2,60E+14;2,99E+14;3,41E+13;4,40E+14;6,05E+14;5,44E+14;6,97E+14;8,41E+14;8,71E+14;9,50E+14;9,40E+13;7,80E+14;7,98E+13;9,51E+14;1,13E+14;1,17E+14;1,15E+14;1,37E+14;1,45E+14;1,67E+14;1,82E+14;;
Madagascar;MDG;GDP (current US$);NY.GDP.MKTP.CD;6,73E+14;6,99E+14;7,39E+14;7,59E+14;8,02E+14;8,34E+12;9,00E+14;9,56E+14;1,03E+14;1,06E+14;1,11E+14;1,20E+14;1,34E+14;1,65E+14;1,92E+14;2,28E+14;2,18E+13;2,36E+13;2,67E+14;3,46E+14;5,20E+14;4,76E+14;4,78E+14;4,69E+13;3,91E+14;3,80E+13;4,35E+14;3,21E+13;3,19E+13;3,18E+14;3,93E+14;3,25E+14;3,71E+14;4,06E+13;3,52E+14;3,84E+14;4,93E+14;4,26E+14;4,40E+14;4,28E+14;4,63E+14;5,44E+14;5,35E+14;6,37E+14;5,06E+14;5,86E+14;6,40E+14;8,52E+14;1,07E+14;9,62E+14;9,98E+14;1,16E+13;1,16E+14;1,24E+14;1,25E+14;1,13E+14;1,18E+13;1,32E+14;1,38E+14;1,41E+14;1,31E+14;1,44E+14;1,53E+14;1,59E+14;1,74E+14;;
Maldives;MDV;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;1,93E+14;2,16E+14;2,52E+14;3,09E+12;3,91E+14;2,45E+14;2,24E+14;2,09E+14;2,44E+14;3,85E+14;4,25E+14;4,48E+14;4,79E+14;5,78E+14;1,10E+14;1,27E+14;1,42E+14;1,41E+14;1,69E+14;1,90E+11;2,15E+14;2,44E+13;2,85E+14;3,22E+14;3,56E+14;3,99E+14;4,50E+14;5,08E+14;5,40E+14;5,89E+14;6,24E+14;8,70E+14;897031250;1,05E+13;12268295625;11633624375;1,58E+12;1,87E+13;22716461875;2345294875;2,59E+13;2,77E+14;2,89E+14;3,30E+14;3,70E+14;4,13E+14;4,41E+14;4,82E+14;5,40E+14;5,73E+14;3,71E+14;5,25E+14;6,18E+14;6,62E+14;7,06E+14;;
Middle East, North Africa, Afghanistan & Pakistan;MEA;GDP (current US$);NY.GDP.MKTP.CD;2,90E+14;3,10E+12;3,08E+14;3,40E+14;3,79E+14;4,17E+14;4,48E+14;4,87E+14;5,54E+14;6,14E+14;6,95E+14;7,92E+14;9,33E+14;1,21E+14;2,21E+14;2,43E+14;3,01E+14;3,50E+14;3,72E+14;4,83E+14;6,21E+14;6,40E+14;6,42E+14;6,49E+14;6,56E+14;6,68E+14;6,77E+13;6,32E+14;6,32E+14;6,51E+13;8,37E+14;6,74E+14;7,11E+12;6,67E+14;7,03E+14;7,79E+14;8,63E+14;9,01E+14;8,82E+14;9,55E+14;1,10E+14;1,09E+13;1,08E+14;1,21E+14;1,43E+14;1,70E+13;1,98E+14;2,34E+14;2,89E+14;2,61E+14;3,04E+14;3,66E+14;3,95E+13;3,92E+14;3,96E+14;3,56E+14;3,62E+14;3,80E+14;4,05E+14;4,02E+13;3,59E+14;4,31E+14;5,03E+14;4,91E+14;5,09E+14;;
Mexico;MEX;GDP (current US$);NY.GDP.MKTP.CD;13040000000;14160000000;15200000000;16960000000;20080000000;21840000000;24320000000;26560000000;29360000000;32480000000;35520000000;39200000000;45200000000;55280000000;72000000000;88000000000;8,89E+13;8,19E+14;1,03E+14;1,35E+14;2,06E+14;2,64E+14;1,85E+14;1,56E+14;1,84E+14;1,95E+14;1,35E+14;1,48E+14;1,82E+14;2,21E+13;2,61E+14;3,13E+14;3,63E+14;5,30E+14;5,54E+13;3,80E+14;4,32E+14;5,23E+14;5,57E+14;6,31E+14;7,42E+14;7,96E+14;8,11E+14;7,66E+14;8,19E+14;9,18E+14;1,02E+14;1,10E+14;1,16E+13;9,43E+14;1,11E+14;1,23E+14;1,26E+14;1,33E+14;1,36E+14;1,21E+14;1,11E+13;1,19E+12;1,26E+14;1,30E+14;1,12E+14;1,32E+14;1,47E+14;1,80E+14;1,86E+14;;
Marshall Islands;MHL;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;8408486;9116810;9973652;11607366;15217532;16691301;18153647;20210069;22209370;25545346;26710653;31020000;34918000;41749000;45144000;43879000;55989000;62983000;70688000;72798000;78476000;82507000;91063000;99461000;108071000;120230000;110858000;109884700;112070100;113352100;114838500;122406100;131960000;131128500;132900000;138000000;143200000;150500000;146600000;151200000;161100000;172300000;180700000;186400000;186000000;183700000;201800000;213700000;220000000;232900000;241800000;2,61E+14;2,59E+14;2,64E+14;2,90E+14;;
Middle income;MIC;GDP (current US$);NY.GDP.MKTP.CD;2,54E+14;2,58E+14;2,61E+13;2,87E+14;3,27E+14;3,60E+14;3,73E+14;3,84E+14;4,07E+14;4,55E+13;4,97E+14;5,34E+14;6,00E+14;7,67E+14;9,77E+14;1,08E+14;1,16E+14;1,30E+14;1,44E+14;1,68E+14;1,99E+14;2,23E+14;2,20E+14;2,13E+14;2,19E+13;2,28E+14;2,33E+13;2,40E+13;2,56E+14;2,75E+13;3,15E+14;3,04E+13;3,24E+14;3,50E+14;3,94E+14;4,59E+14;5,11E+14;5,42E+14;5,32E+14;5,12E+14;5,56E+14;5,57E+14;5,68E+14;6,36E+14;7,46E+13;8,81E+14;1,04E+14;1,27E+14;1,51E+14;1,52E+14;1,85E+14;2,18E+14;2,33E+14;2,47E+14;2,59E+14;2,51E+14;2,54E+14;2,78E+14;2,96E+14;3,05E+13;2,95E+14;3,49E+14;3,65E+14;3,76E+14;3,89E+14;;
North Macedonia;MKD;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,70E+14;4,94E+14;2,44E+14;2,68E+14;3,56E+14;4,71E+14;4,64E+14;3,91E+14;3,77E+13;3,86E+14;3,77E+14;3,71E+14;4,02E+14;4,95E+14;5,68E+14;6,26E+14;6,86E+14;8,34E+14;9,91E+14;9,40E+14;9,41E+14;1,05E+14;9,75E+14;1,08E+14;1,14E+13;1,01E+14;1,07E+14;1,13E+14;1,27E+14;1,26E+13;1,24E+14;1,40E+14;1,39E+14;1,59E+14;1,70E+14;;
Mali;MLI;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;2,75E+14;3,44E+14;3,40E+14;3,60E+14;3,95E+14;4,87E+14;5,64E+14;5,39E+14;8,31E+14;9,39E+13;1,05E+14;1,22E+14;1,60E+14;2,70E+14;2,23E+14;1,68E+14;1,50E+14;1,39E+14;1,59E+14;2,13E+13;2,44E+14;2,71E+14;2,82E+14;3,25E+14;3,58E+14;3,68E+14;3,63E+14;2,66E+14;3,37E+14;3,74E+14;3,41E+14;3,89E+14;4,09E+14;3,52E+14;4,12E+14;4,65E+13;5,61E+14;6,49E+14;7,43E+14;8,21E+14;9,70E+14;1,15E+14;1,22E+14;1,27E+14;1,55E+14;1,48E+14;1,57E+14;1,71E+14;1,56E+14;1,67E+14;1,83E+14;2,04E+14;2,05E+14;2,07E+14;2,30E+14;2,25E+14;2,48E+14;2,68E+14;;
Malta;MLT;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;2,51E+14;2,65E+14;2,95E+14;3,46E+14;3,76E+14;4,75E+14;5,28E+14;6,26E+13;7,94E+14;1,00E+14;1,25E+14;1,24E+14;1,23E+14;1,17E+13;1,10E+14;1,12E+14;1,44E+14;1,75E+14;2,02E+14;2,12E+14;2,55E+14;2,75E+14;3,02E+14;2,71E+14;3,00E+14;3,71E+14;3,82E+14;3,79E+14;4,01E+14;4,11E+14;4,04E+14;4,07E+14;4,46E+14;5,42E+14;6,10E+13;6,39E+14;6,75E+14;7,91E+14;9,14E+14;8,73E+14;9,10E+14;9,79E+14;9,61E+14;1,08E+14;1,19E+14;1,13E+14;1,20E+14;1,42E+14;1,62E+14;1,63E+14;1,64E+14;1,97E+14;1,89E+14;2,26E+14;2,50E+14;;
Myanmar;MMR;GDP (current US$);NY.GDP.MKTP.CD;5,45E+14;6,06E+14;6,35E+13;5,99E+14;4,11E+14;3,67E+14;2,93E+14;4,20E+14;5,60E+14;5,72E+14;5,64E+14;5,87E+14;6,62E+14;7,20E+14;1,23E+14;1,06E+14;1,20E+14;8,74E+14;9,35E+14;9,52E+14;1,04E+14;1,11E+14;1,48E+14;1,38E+13;1,30E+14;1,48E+14;1,58E+14;1,56E+14;1,54E+14;2,01E+14;2,12E+14;2,07E+14;2,41E+14;3,16E+14;4,43E+13;5,29E+14;6,12E+14;4,72E+14;6,46E+14;8,49E+14;8,91E+14;6,48E+14;6,78E+13;1,05E+14;1,06E+14;1,20E+14;1,45E+14;2,02E+14;3,19E+14;3,69E+14;4,95E+14;6,00E+14;5,99E+14;6,03E+13;6,55E+14;5,96E+14;6,33E+14;6,61E+14;6,79E+14;7,51E+14;7,90E+14;6,63E+14;6,23E+12;66757619000;7,41E+14;;
Middle East, North Africa, Afghanistan & Pakistan (excluding high income);MNA;GDP (current US$);NY.GDP.MKTP.CD;2,20E+14;2,29E+14;2,33E+14;2,57E+14;2,87E+13;3,18E+14;3,40E+14;3,73E+14;4,19E+14;4,66E+14;5,23E+14;5,92E+14;6,73E+14;8,29E+14;1,28E+14;1,47E+14;1,81E+14;2,09E+14;2,24E+14;2,79E+14;3,38E+14;3,30E+14;3,69E+14;4,04E+14;4,22E+14;4,54E+14;4,88E+14;4,27E+14;4,14E+14;4,16E+14;5,62E+14;3,81E+13;3,90E+14;3,44E+14;3,62E+14;4,03E+14;4,47E+14;4,66E+14;4,76E+14;5,15E+14;5,78E+14;5,80E+14;5,65E+14;6,25E+14;7,40E+14;8,57E+14;9,96E+14;1,21E+14;1,47E+14;1,42E+14;1,63E+14;1,91E+14;2,05E+14;1,93E+14;1,92E+14;1,78E+13;1,85E+14;1,88E+14;1,88E+14;1,83E+14;1,67E+14;1,94E+14;2,16E+14;2,09E+14;2,20E+14;;
Montenegro;MNE;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,38E+14;8,54E+14;8,29E+14;9,84E+14;1,16E+14;1,28E+14;1,71E+14;2,07E+14;2,26E+14;2,72E+14;3,68E+14;4,54E+14;4,14E+14;4,14E+14;4,51E+14;4,07E+14;4,42E+13;4,58E+14;4,01E+14;4,36E+14;4,80E+14;5,43E+14;5,48E+13;4,72E+14;5,82E+14;6,25E+14;7,64E+14;8,27E+14;;
Mongolia;MNG;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;2101394100;2310099100;2,55E+14;2,73E+14;2098734600;2186505475;2,90E+14;3020611600;3,20E+14;3576966800;2560785660;2,38E+14;1,32E+14;7,68E+14;9,26E+14;1,45E+13;1,35E+14;1,18E+14;1,12E+14;1,06E+14;1,14E+14;1,27E+13;1,40E+14;1,60E+14;1,99E+14;2,52E+14;3,41E+14;4,24E+14;5,62E+14;4,58E+14;7,19E+14;1,04E+14;1,23E+13;1,26E+14;1,22E+14;1,16E+14;1,12E+14;1,15E+13;1,32E+14;1,42E+14;1,33E+14;1,53E+14;1,71E+13;2,03E+14;2,38E+14;;
